,0,1
prp-29-45.smt2,1229.726,unknown
ex9380_2400_100.smt2,0.695,sat
normalized-j9042_5-sat.smt2,37.173,sat
45-19.smt2,0.058,sat
20-12.slack.smt2,0.054,sat
unbd-sage2.smt2,1226.828,unknown
45-6.slack.smt2,0.046,sat
prp-14-41.smt2,286.175,sat
prp-7-35.smt2,53.167,sat
45-7.slack.smt2,0.069,sat
convert-jpg2gif-query-1200.smt2,5.636,sat
prp-23-48.smt2,234.51,sat
problem_2__010.smt2,0.08,sat
prp-40-49.smt2,17.038,sat
ex8960_2400_100.smt2,0.627,sat
convert-jpg2gif-query-1164.smt2,0.667,sat
prp-13-48.smt2,244.345,sat
convert-jpg2gif-query-1592.smt2,1301.515,unknown
10-31.slack.smt2,0.046,sat
15-12.smt2,0.039,sat
25-18.slack.smt2,0.073,sat
prp-37-49.smt2,10.303,sat
ex6160_2400_100.smt2,1.555,sat
30-23.slack.smt2,0.137,sat
problem_2__012.smt2,0.065,sat
convert-jpg2gif-query-1475.smt2,1222.267,unknown
40-1.slack.smt2,0.036,sat
ex5240_2400_100.smt2,21.748,sat
30-21.smt2,0.254,sat
ex7440_2400_100.smt2,1.142,sat
prp-7-31.smt2,10.787,sat
prp-7-29.smt2,6.979,sat
40-11.slack.smt2,0.069,sat
prp-5-45.smt2,1093.363,sat
prp-2-16.smt2,0.818,sat
40-17.smt2,0.086,sat
10-29.smt2,0.033,sat
30-18.smt2,0.117,sat
ex29400_2600_100.smt2,1.649,sat
ex9280_2400_100.smt2,0.635,sat
convert-jpg2gif-query-1584.smt2,112.17699999999999,sat
prp-43-46.smt2,12.522,sat
convert-jpg2gif-query-1609.smt2,60.82,sat
prp-25-43.smt2,1135.661,sat
ex9120_2400_100.smt2,0.797,sat
ex16900_2600_100.smt2,2.085,sat
prp-14-50.smt2,246.615,sat
10-4.smt2,0.039,sat
10-3.smt2,0.037,sat
ex5740_2400_100.smt2,2.162,sat
40-27.smt2,0.657,sat
prp-36-42.smt2,483.578,sat
40-17.slack.smt2,0.162,sat
prp-18-47.smt2,201.655,sat
ex8060_2400_100.smt2,0.976,sat
ex15700_2600_100.smt2,2.959,sat
prp-40-41.smt2,323.507,sat
ex16500_2600_100.smt2,2.154,sat
prp-0-112.smt2,191.796,sat
ex16100_2600_100.smt2,2.625,sat
ex8120_2400_100.smt2,0.694,sat
ex8340_2400_100.smt2,0.876,sat
30-28.smt2,0.412,sat
30-15.smt2,0.051,sat
convert-jpg2gif-query-1480.smt2,1207.453,unknown
30-17.slack.smt2,0.099,sat
convert-jpg2gif-query-1440.smt2,6.401,sat
15-17.slack.smt2,0.061,sat
prp-19-39.smt2,156.54,sat
convert-jpg2gif-query-1604.smt2,1268.965,unknown
prp-19-34.smt2,20.579,sat
problem__009.smt2,0.115,sat
20-7.smt2,0.041,sat
prp-32-42.smt2,607.79,sat
25-6.slack.smt2,0.07,sat
35-6.slack.smt2,0.063,sat
prp-25-39.smt2,246.536,sat
problem_2__022.smt2,0.18,sat
15-21.smt2,0.038,sat
30-18.slack.smt2,0.143,sat
convert-jpg2gif-query-1593.smt2,1229.804,unknown
ex6660_2400_100.smt2,0.723,sat
prp-8-22.smt2,1.831,sat
40-22.slack.smt2,0.278,sat
convert-jpg2gif-query-1395.smt2,6.31,sat
prp-14-48.smt2,335.44100000000003,sat
convert-jpg2gif-query-1576.smt2,1302.687,unknown
prp-27-35.smt2,60.988,sat
35-21.smt2,0.601,sat
prp-46-48.smt2,11.092,sat
prp-19-36.smt2,107.53999999999999,sat
prp-7-32.smt2,12.391,sat
prp-34-39.smt2,218.817,sat
prp-11-34.smt2,10.19,sat
prp-20-28.smt2,6.769,sat
ex7880_2400_100.smt2,0.539,sat
prp-46-50.smt2,12.741,sat
ex15800_2600_100.smt2,3.004,sat
30-26.smt2,0.21,sat
ex28300_2600_100.smt2,1.107,sat
45-11.smt2,0.052,sat
45-3.smt2,0.037,sat
prp-2-23.smt2,1.197,sat
15-9.smt2,0.036,sat
35-20.smt2,0.051,sat
ex7400_2400_100.smt2,0.732,sat
ex6400_2400_100.smt2,1.479,sat
prp-19-40.smt2,238.996,sat
prp-8-42.smt2,403.121,sat
prime_cone_sat_18.smt2,0.116,sat
prp-4-33.smt2,11.92,sat
prp-6-18.smt2,0.689,sat
prp-4-112.smt2,234.137,sat
ex8240_2400_100.smt2,0.756,sat
prp-7-47.smt2,181.22,sat
convert-jpg2gif-query-1379.smt2,5.865,sat
prp-1-49.smt2,0.52,sat
normalized-j3029_6-sat.smt2,176.072,sat
prp-17-28.smt2,5.67,sat
convert-jpg2gif-query-1388.smt2,6.681,sat
convert-jpg2gif-query-1518.smt2,646.0409999999999,sat
convert-jpg2gif-query-1406.smt2,6.359,sat
ex6460_2400_100.smt2,2.716,sat
unbd-sage9.smt2,1206.214,unknown
prp-18-29.smt2,8.081,sat
prp-23-29.smt2,3.614,sat
prp-33-44.smt2,1245.423,unknown
prp-21-48.smt2,147.585,sat
prp-13-43.smt2,1020.86,sat
prp-8-40.smt2,221.094,sat
40-30.slack.smt2,0.386,sat
ex19400_2600_100.smt2,1.497,sat
unbd-sage16.smt2,1239.907,unknown
convert-jpg2gif-query-1558.smt2,1289.367,unknown
ex8000_2400_100.smt2,0.875,sat
prp-0-17.smt2,0.681,sat
45-22.smt2,0.156,sat
convert-jpg2gif-query-1567.smt2,1286.971,unknown
ex7480_2400_100.smt2,0.785,sat
convert-jpg2gif-query-1473.smt2,1233.465,unknown
convert-jpg2gif-query-1342.smt2,5.777,sat
ex6860_2400_100.smt2,0.971,sat
problem__016.smt2,0.108,sat
45-17.smt2,0.139,sat
sp97ar.sat.smt2,874.083,sat
ex24800_2600_100.smt2,1.684,sat
prp-30-32.smt2,1.532,sat
15-4.slack.smt2,0.043,sat
40-25.slack.smt2,0.393,sat
40-4.slack.smt2,0.173,sat
convert-jpg2gif-query-1571.smt2,1274.522,unknown
prp-18-46.smt2,116.167,sat
ex9100_2400_100.smt2,0.703,sat
normalized-j6048_4-sat.smt2,4.398,sat
30-30.smt2,0.421,sat
35-23.slack.smt2,0.179,sat
35-12.slack.smt2,0.05,sat
ex9860_2400_100.smt2,0.558,sat
25-7.smt2,0.069,sat
40-32.slack.smt2,1.186,sat
prp-8-47.smt2,146.946,sat
45-13.slack.smt2,0.067,sat
prp-7-37.smt2,129.538,sat
prp-43-47.smt2,12.385,sat
convert-jpg2gif-query-1454.smt2,6.41,sat
prp-26-49.smt2,173.01,sat
prp-32-45.smt2,1225.985,sat
convert-jpg2gif-query-1616.smt2,1234.302,unknown
prp-10-46.smt2,122.226,sat
40-3.smt2,0.043,sat
prime_cone_sat_7.smt2,0.106,sat
prp-15-46.smt2,214.848,sat
ex22600_2600_100.smt2,1.92,sat
35-7.slack.smt2,0.038,sat
ex5080_2400_100.smt2,123.587,sat
prp-5-38.smt2,137.656,sat
25-14.slack.smt2,0.07,sat
convert-jpg2gif-query-1394.smt2,6.216,sat
ex29900_2600_100.smt2,1.658,sat
prp-20-33.smt2,16.658,sat
prp-20-37.smt2,132.549,sat
30-35.slack.smt2,0.777,sat
prp-22-43.smt2,1025.523,sat
prp-16-48.smt2,183.562,sat
10-4.slack.smt2,0.073,sat
ex16700_2600_100.smt2,2.317,sat
prp-24-34.smt2,23.763,sat
ex9940_2400_100.smt2,0.844,sat
10-45.smt2,0.038,sat
45-1.slack.smt2,0.044,sat
prp-7-30.smt2,7.066,sat
10-28.smt2,0.044,sat
prp-0-111.smt2,199.989,sat
25-8.smt2,0.045,sat
ex19200_2600_100.smt2,1.533,sat
prp-24-46.smt2,163.179,sat
45-17.slack.smt2,0.193,sat
prp-11-50.smt2,380.479,sat
prp-17-48.smt2,155.001,sat
ex25500_2600_100.smt2,1.03,sat
25-18.smt2,0.087,sat
ex9880_2400_100.smt2,0.954,sat
ex29500_2600_100.smt2,1.784,sat
convert-jpg2gif-query-1359.smt2,5.949,sat
40-12.slack.smt2,0.105,sat
prp-34-45.smt2,20.866,sat
prp-7-50.smt2,222.825,sat
ex7920_2400_100.smt2,0.716,sat
35-18.smt2,0.121,sat
prp-23-38.smt2,158.31799999999998,sat
45-26.slack.smt2,0.536,sat
convert-jpg2gif-query-1197.smt2,5.586,sat
prp-8-37.smt2,131.047,sat
problem__021.smt2,0.909,sat
ex5420_2400_100.smt2,14.715,sat
prp-30-37.smt2,158.007,sat
ex20100_2600_100.smt2,1.524,sat
convert-jpg2gif-query-1158.smt2,0.666,sat
30-5.smt2,0.044,sat
prp-13-42.smt2,466.714,sat
prp-10-24.smt2,1.702,sat
prp-2-200.smt2,18.342,sat
convert-jpg2gif-query-1569.smt2,1257.636,unknown
problem_2__033.smt2,0.985,sat
40-8.slack.smt2,0.044,sat
prp-33-36.smt2,160.43200000000002,sat
prime_cone_sat_6.smt2,0.13,sat
convert-jpg2gif-query-1600.smt2,53.609,sat
prp-17-50.smt2,253.546,sat
ex23200_2600_100.smt2,1.515,sat
convert-jpg2gif-query-1541.smt2,1278.344,unknown
20-10.slack.smt2,0.039,sat
10-20.slack.smt2,0.032,sat
prp-0-19.smt2,0.631,sat
prp-13-26.smt2,3.508,sat
ex6360_2400_100.smt2,1.501,sat
prp-28-43.smt2,13.298,sat
prp-19-50.smt2,302.066,sat
ex19100_2600_100.smt2,1.903,sat
ex23700_2600_100.smt2,1.751,sat
convert-jpg2gif-query-1431.smt2,6.313,sat
prp-25-30.smt2,7.484,sat
ex5440_2400_100.smt2,9.886,sat
40-18.smt2,0.059,sat
ex8040_2400_100.smt2,0.528,sat
convert-jpg2gif-query-1484.smt2,1212.892,unknown
prp-5-19.smt2,1.192,sat
prp-49-50.smt2,18.715,sat
ex7420_2400_100.smt2,0.598,sat
problem__028.smt2,1.037,sat
ex6500_2400_100.smt2,1.643,sat
30-5.slack.smt2,0.038,sat
ex7100_2400_100.smt2,1.045,sat
ex9580_2400_100.smt2,0.843,sat
prp-27-37.smt2,105.09899999999999,sat
prp-8-33.smt2,11.025,sat
problem__030.smt2,0.815,sat
25-19.slack.smt2,0.122,sat
prp-5-17.smt2,1.008,sat
prp-6-32.smt2,8.661,sat
45-20.slack.smt2,0.12,sat
prp-13-44.smt2,1132.902,sat
prp-5-39.smt2,174.572,sat
ex5720_2400_100.smt2,8.307,sat
25-21.slack.smt2,0.175,sat
convert-jpg2gif-query-1550.smt2,1243.235,unknown
10-30.smt2,0.038,sat
convert-jpg2gif-query-1618.smt2,1284.733,unknown
prp-7-23.smt2,2.327,sat
prp-31-49.smt2,179.851,sat
ex8360_2400_100.smt2,1.069,sat
15-14.smt2,0.036,sat
convert-jpg2gif-query-1439.smt2,6.458,sat
convert-jpg2gif-query-1199.smt2,5.695,sat
25-20.slack.smt2,0.052,sat
prp-6-20.smt2,1.328,sat
prp-8-32.smt2,11.3,sat
prp-7-24.smt2,2.021,sat
prp-20-50.smt2,268.385,sat
prp-11-23.smt2,1.135,sat
35-4.smt2,0.044,sat
ex6540_2400_100.smt2,0.881,sat
ex14900_2600_100.smt2,5.013,sat
40-16.smt2,0.057,sat
prp-3-24.smt2,2.139,sat
problem__008.smt2,0.102,sat
ex5840_2400_100.smt2,3.444,sat
ex15000_2600_100.smt2,3.708,sat
prp-26-36.smt2,3.76,sat
prp-26-50.smt2,170.906,sat
prp-3-17.smt2,0.492,sat
ex5160_2400_100.smt2,74.794,sat
Example_9.txt.smt2,1264.373,unknown
problem__024.smt2,0.502,sat
convert-jpg2gif-query-1446.smt2,6.473,sat
prp-14-49.smt2,225.392,sat
prp-36-37.smt2,134.978,sat
convert-jpg2gif-query-1172.smt2,0.698,sat
ex8940_2400_100.smt2,0.889,sat
ex26400_2600_100.smt2,1.703,sat
prp-0-23.smt2,1.185,sat
ex8740_2400_100.smt2,0.527,sat
prp-49-49.smt2,13.138,sat
convert-jpg2gif-query-1568.smt2,1282.154,unknown
convert-jpg2gif-query-1538.smt2,1215.968,unknown
30-22.slack.smt2,0.086,sat
ex7600_2400_100.smt2,0.98,sat
ex5940_2400_100.smt2,0.986,sat
Example_15.txt.smt2,412.87,sat
ex7500_2400_100.smt2,0.869,sat
25-29.smt2,1.791,sat
ex21000_2600_100.smt2,1.899,sat
prp-40-44.smt2,1242.391,unknown
convert-jpg2gif-query-1358.smt2,5.843,sat
10-21.smt2,0.036,sat
prp-1-111.smt2,175.21800000000002,sat
40-10.smt2,0.052,sat
prp-17-30.smt2,7.814,sat
prp-43-41.smt2,335.199,sat
prp-16-28.smt2,5.51,sat
prp-3-48.smt2,227.247,sat
40-31.smt2,0.888,sat
ex7560_2400_100.smt2,0.637,sat
ex23600_2600_100.smt2,1.784,sat
ex5380_2400_100.smt2,5.123,sat
prp-5-33.smt2,13.823,sat
ex22300_2600_100.smt2,1.634,sat
ex9220_2400_100.smt2,0.571,sat
ex5960_2400_100.smt2,2.391,sat
prp-10-47.smt2,149.318,sat
30-16.smt2,0.134,sat
prp-24-36.smt2,139.807,sat
45-14.smt2,0.048,sat
prp-19-41.smt2,222.322,sat
convert-jpg2gif-query-1543.smt2,1248.306,unknown
30-17.smt2,0.166,sat
prp-29-42.smt2,10.496,sat
ex21100_2600_100.smt2,1.876,sat
problem__031.smt2,10.186,sat
ex9320_2400_100.smt2,0.653,sat
prp-31-39.smt2,235.542,sat
prp-27-48.smt2,142.733,sat
35-31.smt2,0.574,sat
ex7040_2400_100.smt2,0.996,sat
30-4.slack.smt2,0.044,sat
prp-13-34.smt2,14.677,sat
convert-jpg2gif-query-1561.smt2,1336.397,unknown
ex8140_2400_100.smt2,0.574,sat
convert-jpg2gif-query-1578.smt2,125.425,sat
convert-jpg2gif-query-1605.smt2,101.628,sat
prp-9-46.smt2,167.65,sat
normalized-j309_9-sat.smt2,91.854,sat
ex20200_2600_100.smt2,1.227,sat
normalized-j6015_4-sat.smt2,10.46,sat
convert-jpg2gif-query-1347.smt2,5.735,sat
convert-jpg2gif-query-1413.smt2,6.321,sat
protfold.sat.smt2,272.713,sat
30-4.smt2,0.049,sat
35-28.smt2,0.068,sat
prp-19-38.smt2,154.602,sat
prp-0-198.smt2,12.526,sat
prp-34-49.smt2,188.718,sat
prp-32-43.smt2,1005.363,sat
prp-36-45.smt2,18.981,sat
ex9760_2400_100.smt2,1.09,sat
ex5620_2400_100.smt2,4.175,sat
25-15.smt2,0.062,sat
prp-18-31.smt2,12.841,sat
30-10.slack.smt2,0.044,sat
prp-12-24.smt2,1.303,sat
prp-19-49.smt2,198.198,sat
prp-29-41.smt2,300.991,sat
convert-jpg2gif-query-1455.smt2,6.39,sat
bignum_lia2.smt2,0.03,sat
prp-20-44.smt2,1334.817,unknown
prp-14-37.smt2,143.188,sat
prp-5-31.smt2,7.564,sat
ex18900_2600_100.smt2,1.73,sat
prp-4-17.smt2,0.981,sat
30-14.smt2,0.044,sat
ex5140_2400_100.smt2,241.094,sat
problem_2__031.smt2,0.627,sat
convert-jpg2gif-query-1436.smt2,7.522,sat
45-8.slack.smt2,0.049,sat
prp-13-38.smt2,151.129,sat
prp-33-43.smt2,1084.846,sat
problem__006.smt2,0.107,sat
prp-20-30.smt2,9.286,sat
convert-jpg2gif-query-1502.smt2,1249.952,unknown
convert-jpg2gif-query-1587.smt2,79.843,sat
convert-jpg2gif-query-1370.smt2,5.962,sat
40-6.slack.smt2,0.045,sat
prp-2-18.smt2,0.791,sat
prp-33-42.smt2,514.607,sat
20-13.slack.smt2,0.049,sat
ex8720_2400_100.smt2,0.704,sat
convert-jpg2gif-query-1540.smt2,1223.94,unknown
prp-24-45.smt2,1204.724,unknown
25-13.smt2,0.042,sat
convert-jpg2gif-query-1353.smt2,6.214,sat
prp-7-39.smt2,175.861,sat
convert-jpg2gif-query-1420.smt2,6.634,sat
25-19.smt2,0.139,sat
prp-0-113.smt2,168.298,sat
ex7760_2400_100.smt2,0.58,sat
ex7060_2400_100.smt2,1.126,sat
ex20900_2600_100.smt2,1.842,sat
ex5560_2400_100.smt2,1.779,sat
convert-jpg2gif-query-1153.smt2,0.92,sat
prp-17-32.smt2,12.423,sat
ex7960_2400_100.smt2,0.583,sat
prp-25-41.smt2,7.565,sat
prp-7-19.smt2,1.018,sat
prp-22-44.smt2,1219.823,sat
prp-2-29.smt2,4.905,sat
25-4.slack.smt2,0.04,sat
ex28500_2600_100.smt2,1.377,sat
20-11.smt2,0.078,sat
20-30.smt2,0.722,sat
convert-jpg2gif-query-1414.smt2,6.662,sat
convert-jpg2gif-query-1194.smt2,5.553,sat
convert-jpg2gif-query-1603.smt2,1278.485,unknown
ex16000_2600_100.smt2,2.85,sat
prp-30-36.smt2,143.825,sat
ex7740_2400_100.smt2,0.942,sat
seymour.sat.smt2,0.844,sat
prp-18-43.smt2,1040.213,sat
25-12.slack.smt2,0.104,sat
45-7.smt2,0.062,sat
prp-3-30.smt2,6.332,sat
convert-jpg2gif-query-1411.smt2,6.402,sat
10-37.smt2,0.035,sat
Example_18.txt.smt2,1153.315,sat
prp-12-50.smt2,234.563,sat
prp-36-48.smt2,124.129,sat
ex8820_2400_100.smt2,0.599,sat
ex9500_2400_100.smt2,0.761,sat
25-5.slack.smt2,0.041,sat
prp-27-46.smt2,127.682,sat
prp-19-31.smt2,10.081,sat
15-13.smt2,0.042,sat
prp-13-47.smt2,145.233,sat
ex25700_2600_100.smt2,1.547,sat
normalized-j6040_1-sat.smt2,2.831,sat
convert-jpg2gif-query-1535.smt2,1260.4,unknown
prp-21-47.smt2,161.947,sat
ex20800_2600_100.smt2,1.652,sat
convert-jpg2gif-query-1453.smt2,6.646,sat
prp-32-40.smt2,215.68,sat
Example_3.txt.smt2,2.154,sat
convert-jpg2gif-query-1456.smt2,6.811,sat
prp-5-40.smt2,230.34300000000002,sat
prp-5-35.smt2,38.225,sat
ex23100_2600_100.smt2,1.569,sat
prp-4-113.smt2,198.824,sat
prp-8-19.smt2,0.847,sat
prp-18-45.smt2,1236.496,unknown
prp-31-47.smt2,134.617,sat
convert-jpg2gif-query-1575.smt2,1299.287,unknown
ex25900_2600_100.smt2,1.49,sat
nw04.sat.smt2,1295.536,unknown
35-13.slack.smt2,0.065,sat
prp-0-45.smt2,5.269,sat
prp-7-49.smt2,174.987,sat
35-33.smt2,1.241,sat
prp-4-32.smt2,11.85,sat
ex8860_2400_100.smt2,0.999,sat
prp-0-49.smt2,0.783,sat
ex19300_2600_100.smt2,1.474,sat
prp-24-37.smt2,124.804,sat
30-27.slack.smt2,0.892,sat
ex9820_2400_100.smt2,0.629,sat
convert-jpg2gif-query-1154.smt2,0.783,sat
ex6840_2400_100.smt2,1.172,sat
ex28400_2600_100.smt2,1.233,sat
convert-jpg2gif-query-1147.smt2,0.627,sat
convert-jpg2gif-query-1160.smt2,0.909,sat
ex16600_2600_100.smt2,2.367,sat
40-15.smt2,0.056,sat
ex27800_2600_100.smt2,1.121,sat
prp-13-45.smt2,1333.605,unknown
30-27.smt2,0.266,sat
45-16.smt2,0.086,sat
20-8.slack.smt2,0.037,sat
15-9.slack.smt2,0.043,sat
prp-37-42.smt2,607.923,sat
prp-20-42.smt2,489.861,sat
45-27.slack.smt2,0.737,sat
ex7780_2400_100.smt2,0.793,sat
40-24.slack.smt2,0.23,sat
prp-2-27.smt2,4.303,sat
prp-3-199.smt2,19.725,sat
convert-jpg2gif-query-1171.smt2,0.976,sat
prp-0-46.smt2,0.657,sat
45-24.smt2,0.187,sat
ex14500_2600_100.smt2,5.088,sat
ex8620_2400_100.smt2,0.919,sat
prp-15-33.smt2,11.508,sat
prp-5-24.smt2,2.802,sat
35-9.slack.smt2,0.055,sat
convert-jpg2gif-query-1174.smt2,0.724,sat
convert-jpg2gif-query-1157.smt2,1.147,sat
10-13.slack.smt2,0.098,sat
prp-13-49.smt2,239.497,sat
problem_2__001.smt2,0.065,sat
ex6780_2400_100.smt2,1.08,sat
40-2.smt2,0.038,sat
25-33.slack.smt2,0.399,sat
prp-35-34.smt2,14.103,sat
prp-18-30.smt2,8.832,sat
prp-30-38.smt2,215.67000000000002,sat
ex7840_2400_100.smt2,0.603,sat
prp-45-44.smt2,9.232,sat
ex28200_2600_100.smt2,1.267,sat
convert-jpg2gif-query-1173.smt2,0.683,sat
prp-7-34.smt2,19.826,sat
convert-jpg2gif-query-1483.smt2,1260.05,unknown
ex5040_2400_100.smt2,407.964,sat
ex6980_2400_100.smt2,0.923,sat
ex27700_2600_100.smt2,1.174,sat
ex7220_2400_100.smt2,0.882,sat
prp-8-36.smt2,100.218,sat
prp-23-36.smt2,113.872,sat
unbd-sage12.smt2,1204.914,unknown
prime_cone_sat_15.smt2,0.106,sat
35-24.slack.smt2,0.255,sat
45-26.smt2,0.423,sat
ex8280_2400_100.smt2,0.901,sat
problem_2__006.smt2,0.083,sat
convert-jpg2gif-query-1407.smt2,6.872,sat
prime_cone_sat_16.smt2,0.057,sat
problem_2__028.smt2,0.581,sat
ex8980_2400_100.smt2,0.879,sat
ex25800_2600_100.smt2,1.896,sat
problem_2__013.smt2,0.05,sat
prp-38-41.smt2,290.275,sat
10-31.smt2,0.034,sat
ex8580_2400_100.smt2,0.833,sat
prp-8-49.smt2,210.602,sat
prp-1-44.smt2,0.845,sat
ex8440_2400_100.smt2,0.932,sat
20-5.smt2,0.038,sat
convert-jpg2gif-query-1343.smt2,5.651,sat
convert-jpg2gif-query-1438.smt2,6.254,sat
ex25100_2600_100.smt2,1.458,sat
prp-43-42.smt2,567.373,sat
ex19000_2600_100.smt2,1.434,sat
convert-jpg2gif-query-1485.smt2,1206.838,unknown
convert-jpg2gif-query-1146.smt2,0.583,sat
prp-17-46.smt2,132.352,sat
prp-0-47.smt2,0.773,sat
prp-7-42.smt2,409.969,sat
prp-36-49.smt2,175.438,sat
40-15.slack.smt2,0.054,sat
prime_cone_sat_10.smt2,0.111,sat
30-7.smt2,0.049,sat
25-28.slack.smt2,0.817,sat
convert-jpg2gif-query-1486.smt2,1259.599,unknown
prp-18-44.smt2,1146.703,sat
prp-34-40.smt2,5.068,sat
normalized-j12034_4-sat.smt2,934.382,sat
ex25400_2600_100.smt2,1.733,sat
prime_cone_sat_11.smt2,0.098,sat
prp-20-35.smt2,48.799,sat
convert-jpg2gif-query-1427.smt2,6.841,sat
ex21800_2600_100.smt2,1.443,sat
prp-0-196.smt2,13.961,sat
35-2.smt2,0.035,sat
prp-10-49.smt2,224.154,sat
10-34.smt2,0.038,sat
prp-39-43.smt2,1041.403,sat
ex9600_2400_100.smt2,0.636,sat
